dteday,year,month,hr,weekday,season,weather_description,cnt,registered,casual,temp
2012-08-01,2012,August,13,Wednesday,Autumn,Clear,280,221,59,0.8
2012-08-01,2012,August,14,Wednesday,Autumn,Clear,263,175,88,0.82
2012-08-01,2012,August,15,Wednesday,Autumn,Clear,295,206,89,0.82
2012-08-01,2012,August,16,Wednesday,Autumn,Clear,479,386,93,0.8
2012-08-01,2012,August,17,Wednesday,Autumn,Clear,837,734,103,0.8
2012-08-01,2012,August,18,Wednesday,Autumn,Light Snow/Rain,891,786,105,0.76
2012-08-01,2012,August,19,Wednesday,Autumn,Clear,652,564,88,0.74
2012-08-01,2012,August,20,Wednesday,Autumn,Clear,513,448,65,0.74
2012-08-01,2012,August,21,Wednesday,Autumn,Clear,320,284,36,0.72
2012-08-01,2012,August,22,Wednesday,Autumn,Clear,288,251,37,0.72
2012-08-01,2012,August,23,Wednesday,Autumn,Clear,152,134,18,0.7
2012-08-02,2012,August,0,Thursday,Autumn,Clear,63,55,8,0.7
2012-08-02,2012,August,1,Thursday,Autumn,Clear,42,36,6,0.68
2012-08-02,2012,August,2,Thursday,Autumn,Clear,11,8,3,0.66
2012-08-02,2012,August,3,Thursday,Autumn,Clear,6,6,0,0.66
2012-08-02,2012,August,4,Thursday,Autumn,Clear,9,9,0,0.66
2012-08-02,2012,August,5,Thursday,Autumn,Clear,41,37,4,0.66
2012-08-02,2012,August,6,Thursday,Autumn,Clear,183,177,6,0.66
2012-08-02,2012,August,7,Thursday,Autumn,Clear,473,452,21,0.7
2012-08-02,2012,August,8,Thursday,Autumn,Clear,739,718,21,0.72
2012-08-02,2012,August,9,Thursday,Autumn,Clear,343,312,31,0.76
2012-08-02,2012,August,10,Thursday,Autumn,Clear,181,130,51,0.8
2012-08-02,2012,August,11,Thursday,Autumn,Clear,226,167,59,0.82
2012-08-02,2012,August,12,Thursday,Autumn,Clear,286,230,56,0.84
2012-08-02,2012,August,13,Thursday,Autumn,Clear,310,212,98,0.86
2012-08-02,2012,August,14,Thursday,Autumn,Clear,225,171,54,0.86
2012-08-02,2012,August,15,Thursday,Autumn,Clear,270,202,68,0.78
2012-08-02,2012,August,16,Thursday,Autumn,Clear,406,335,71,0.82
2012-08-02,2012,August,17,Thursday,Autumn,Clear,865,775,90,0.82
2012-08-02,2012,August,18,Thursday,Autumn,Clear,767,681,86,0.8
2012-08-02,2012,August,19,Thursday,Autumn,Clear,607,509,98,0.8
2012-08-02,2012,August,20,Thursday,Autumn,Clear,427,376,51,0.78
2012-08-02,2012,August,21,Thursday,Autumn,Clear,342,301,41,0.76
2012-08-02,2012,August,22,Thursday,Autumn,Clear,262,227,35,0.74
2012-08-02,2012,August,23,Thursday,Autumn,Clear,177,152,25,0.72
2012-08-03,2012,August,0,Friday,Autumn,Clear,71,56,15,0.72
2012-08-03,2012,August,1,Friday,Autumn,Clear,43,32,11,0.7
2012-08-03,2012,August,2,Friday,Autumn,Clear,14,14,0,0.68
2012-08-03,2012,August,3,Friday,Autumn,Clear,6,5,1,0.68
2012-08-03,2012,August,4,Friday,Autumn,Clear,12,11,1,0.66
2012-08-03,2012,August,5,Friday,Autumn,Clear,37,35,2,0.66
2012-08-03,2012,August,6,Friday,Autumn,Clear,163,158,5,0.66
2012-08-03,2012,August,7,Friday,Autumn,Clear,421,396,25,0.7
2012-08-03,2012,August,8,Friday,Autumn,Clear,668,636,32,0.72
2012-08-03,2012,August,9,Friday,Autumn,Partly Cloudy,396,327,69,0.74
2012-08-03,2012,August,10,Friday,Autumn,Partly Cloudy,249,167,82,0.8
2012-08-03,2012,August,11,Friday,Autumn,Partly Cloudy,263,186,77,0.84
2012-08-03,2012,August,12,Friday,Autumn,Partly Cloudy,338,243,95,0.86
2012-08-03,2012,August,13,Friday,Autumn,Partly Cloudy,345,247,98,0.86
2012-08-03,2012,August,14,Friday,Autumn,Partly Cloudy,331,229,102,0.86
2012-08-03,2012,August,15,Friday,Autumn,Clear,380,268,112,0.88
2012-08-03,2012,August,16,Friday,Autumn,Partly Cloudy,492,380,112,0.86
2012-08-03,2012,August,17,Friday,Autumn,Partly Cloudy,741,646,95,0.84
2012-08-03,2012,August,18,Friday,Autumn,Partly Cloudy,671,573,98,0.82
2012-08-03,2012,August,19,Friday,Autumn,Partly Cloudy,469,388,81,0.8
2012-08-03,2012,August,20,Friday,Autumn,Partly Cloudy,389,300,89,0.78
2012-08-03,2012,August,21,Friday,Autumn,Partly Cloudy,278,224,54,0.76
2012-08-03,2012,August,22,Friday,Autumn,Clear,202,156,46,0.76
2012-08-03,2012,August,23,Friday,Autumn,Clear,196,170,26,0.74
2012-08-04,2012,August,0,Saturday,Autumn,Clear,161,137,24,0.74
2012-08-04,2012,August,1,Saturday,Autumn,Clear,122,99,23,0.72
2012-08-04,2012,August,2,Saturday,Autumn,Clear,84,64,20,0.72
2012-08-04,2012,August,3,Saturday,Autumn,Clear,30,19,11,0.72
2012-08-04,2012,August,4,Saturday,Autumn,Clear,13,11,2,0.72
2012-08-04,2012,August,5,Saturday,Autumn,Clear,17,16,1,0.7
2012-08-04,2012,August,6,Saturday,Autumn,Clear,49,37,12,0.7
2012-08-04,2012,August,7,Saturday,Autumn,Clear,67,49,18,0.72
2012-08-04,2012,August,8,Saturday,Autumn,Clear,181,132,49,0.74
2012-08-04,2012,August,9,Saturday,Autumn,Clear,278,217,61,0.78
2012-08-04,2012,August,10,Saturday,Autumn,Clear,396,288,108,0.82
2012-08-04,2012,August,11,Saturday,Autumn,Clear,470,315,155,0.86
2012-08-04,2012,August,12,Saturday,Autumn,Clear,547,325,222,0.86
2012-08-04,2012,August,13,Saturday,Autumn,Clear,527,332,195,0.88
2012-08-04,2012,August,14,Saturday,Autumn,Clear,472,289,183,0.88
2012-08-04,2012,August,15,Saturday,Autumn,Clear,489,284,205,0.88
2012-08-04,2012,August,16,Saturday,Autumn,Clear,450,253,197,0.9
2012-08-04,2012,August,17,Saturday,Autumn,Clear,492,313,179,0.88
2012-08-04,2012,August,18,Saturday,Autumn,Clear,490,321,169,0.86
2012-08-04,2012,August,19,Saturday,Autumn,Clear,397,264,133,0.82
2012-08-04,2012,August,20,Saturday,Autumn,Clear,312,195,117,0.82
2012-08-04,2012,August,21,Saturday,Autumn,Clear,289,193,96,0.8
2012-08-04,2012,August,22,Saturday,Autumn,Clear,269,165,104,0.76
2012-08-04,2012,August,23,Saturday,Autumn,Clear,222,161,61,0.76
2012-08-05,2012,August,0,Sunday,Autumn,Clear,153,121,32,0.74
2012-08-05,2012,August,1,Sunday,Autumn,Clear,87,79,8,0.74
2012-08-05,2012,August,2,Sunday,Autumn,Clear,73,68,5,0.74
2012-08-05,2012,August,3,Sunday,Autumn,Clear,41,32,9,0.72
2012-08-05,2012,August,4,Sunday,Autumn,Clear,14,11,3,0.72
2012-08-05,2012,August,5,Sunday,Autumn,Clear,19,18,1,0.72
2012-08-05,2012,August,6,Sunday,Autumn,Clear,19,12,7,0.72
2012-08-05,2012,August,7,Sunday,Autumn,Clear,68,50,18,0.74
2012-08-05,2012,August,8,Sunday,Autumn,Clear,108,81,27,0.76
2012-08-05,2012,August,9,Sunday,Autumn,Clear,229,168,61,0.8
2012-08-05,2012,August,10,Sunday,Autumn,Clear,364,253,111,0.8
2012-08-05,2012,August,11,Sunday,Autumn,Clear,437,282,155,0.82
2012-08-05,2012,August,12,Sunday,Autumn,Clear,491,330,161,0.86
2012-08-05,2012,August,13,Sunday,Autumn,Clear,523,315,208,0.88
2012-08-05,2012,August,14,Sunday,Autumn,Clear,526,365,161,0.9
2012-08-05,2012,August,15,Sunday,Autumn,Clear,450,286,164,0.9
2012-08-05,2012,August,16,Sunday,Autumn,Clear,421,278,143,0.82
2012-08-05,2012,August,17,Sunday,Autumn,Clear,382,260,122,0.82
2012-08-05,2012,August,18,Sunday,Autumn,Light Snow/Rain,229,154,75,0.7
2012-08-05,2012,August,19,Sunday,Autumn,Clear,185,139,46,0.7
2012-08-05,2012,August,20,Sunday,Autumn,Clear,193,140,53,0.7
2012-08-05,2012,August,21,Sunday,Autumn,Clear,208,157,51,0.72
2012-08-05,2012,August,22,Sunday,Autumn,Clear,157,100,57,0.72
2012-08-05,2012,August,23,Sunday,Autumn,Partly Cloudy,87,58,29,0.72
2012-08-06,2012,August,0,Monday,Autumn,Partly Cloudy,33,24,9,0.72
2012-08-06,2012,August,1,Monday,Autumn,Clear,11,10,1,0.72
2012-08-06,2012,August,2,Monday,Autumn,Partly Cloudy,5,5,0,0.72
2012-08-06,2012,August,3,Monday,Autumn,Light Snow/Rain,5,5,0,0.72
2012-08-06,2012,August,4,Monday,Autumn,Partly Cloudy,11,8,3,0.72
2012-08-06,2012,August,5,Monday,Autumn,Clear,25,23,2,0.7
2012-08-06,2012,August,6,Monday,Autumn,Partly Cloudy,141,137,4,0.7
2012-08-06,2012,August,7,Monday,Autumn,Light Snow/Rain,407,393,14,0.72
2012-08-06,2012,August,8,Monday,Autumn,Partly Cloudy,605,578,27,0.7
2012-08-06,2012,August,9,Monday,Autumn,Light Snow/Rain,276,248,28,0.7
2012-08-06,2012,August,10,Monday,Autumn,Clear,213,159,54,0.74
2012-08-06,2012,August,11,Monday,Autumn,Clear,260,152,108,0.76
2012-08-06,2012,August,12,Monday,Autumn,Partly Cloudy,285,213,72,0.78
2012-08-06,2012,August,13,Monday,Autumn,Clear,289,204,85,0.8
2012-08-06,2012,August,14,Monday,Autumn,Clear,287,188,99,0.82
2012-08-06,2012,August,15,Monday,Autumn,Clear,274,183,91,0.82
2012-08-06,2012,August,16,Monday,Autumn,Clear,451,363,88,0.84
2012-08-06,2012,August,17,Monday,Autumn,Clear,858,746,112,0.82
2012-08-06,2012,August,18,Monday,Autumn,Clear,843,743,100,0.82
2012-08-06,2012,August,19,Monday,Autumn,Clear,640,531,109,0.78
2012-08-06,2012,August,20,Monday,Autumn,Clear,457,368,89,0.76
2012-08-06,2012,August,21,Monday,Autumn,Clear,317,245,72,0.74
2012-08-06,2012,August,22,Monday,Autumn,Clear,207,157,50,0.74
2012-08-06,2012,August,23,Monday,Autumn,Clear,113,97,16,0.72
2012-08-07,2012,August,0,Tuesday,Autumn,Clear,47,32,15,0.7
2012-08-07,2012,August,1,Tuesday,Autumn,Clear,18,16,2,0.7
2012-08-07,2012,August,2,Tuesday,Autumn,Clear,13,7,6,0.7
2012-08-07,2012,August,3,Tuesday,Autumn,Clear,6,6,0,0.7
2012-08-07,2012,August,4,Tuesday,Autumn,Clear,9,7,2,0.68
2012-08-07,2012,August,5,Tuesday,Autumn,Clear,36,33,3,0.7
2012-08-07,2012,August,6,Tuesday,Autumn,Partly Cloudy,179,176,3,0.7
2012-08-07,2012,August,7,Tuesday,Autumn,Partly Cloudy,502,481,21,0.7
2012-08-07,2012,August,8,Tuesday,Autumn,Partly Cloudy,705,664,41,0.7
2012-08-07,2012,August,9,Tuesday,Autumn,Partly Cloudy,327,283,44,0.7
2012-08-07,2012,August,10,Tuesday,Autumn,Partly Cloudy,250,161,89,0.74
2012-08-07,2012,August,11,Tuesday,Autumn,Partly Cloudy,214,130,84,0.76
2012-08-07,2012,August,12,Tuesday,Autumn,Partly Cloudy,283,197,86,0.8
2012-08-07,2012,August,13,Tuesday,Autumn,Partly Cloudy,253,185,68,0.8
2012-08-07,2012,August,14,Tuesday,Autumn,Partly Cloudy,261,185,76,0.82
2012-08-07,2012,August,15,Tuesday,Autumn,Clear,306,206,100,0.8
2012-08-07,2012,August,16,Tuesday,Autumn,Light Snow/Rain,445,344,101,0.76
2012-08-07,2012,August,17,Tuesday,Autumn,Partly Cloudy,868,743,125,0.78
2012-08-07,2012,August,18,Tuesday,Autumn,Partly Cloudy,814,711,103,0.76
2012-08-07,2012,August,19,Tuesday,Autumn,Partly Cloudy,610,506,104,0.76
2012-08-07,2012,August,20,Tuesday,Autumn,Partly Cloudy,448,374,74,0.74
2012-08-07,2012,August,21,Tuesday,Autumn,Partly Cloudy,317,247,70,0.72
2012-08-07,2012,August,22,Tuesday,Autumn,Clear,224,181,43,0.72
2012-08-07,2012,August,23,Tuesday,Autumn,Clear,138,120,18,0.72
2012-08-08,2012,August,0,Wednesday,Autumn,Clear,58,46,12,0.7
2012-08-08,2012,August,1,Wednesday,Autumn,Clear,23,20,3,0.72
2012-08-08,2012,August,2,Wednesday,Autumn,Clear,6,5,1,0.7
2012-08-08,2012,August,3,Wednesday,Autumn,Clear,7,6,1,0.7
2012-08-08,2012,August,4,Wednesday,Autumn,Clear,7,6,1,0.7
2012-08-08,2012,August,5,Wednesday,Autumn,Partly Cloudy,43,40,3,0.68
2012-08-08,2012,August,6,Wednesday,Autumn,Partly Cloudy,173,169,4,0.7
2012-08-08,2012,August,7,Wednesday,Autumn,Partly Cloudy,482,458,24,0.7
2012-08-08,2012,August,8,Wednesday,Autumn,Partly Cloudy,737,689,48,0.74
2012-08-08,2012,August,9,Wednesday,Autumn,Partly Cloudy,341,308,33,0.76
2012-08-08,2012,August,10,Wednesday,Autumn,Partly Cloudy,214,151,63,0.8
2012-08-08,2012,August,11,Wednesday,Autumn,Partly Cloudy,239,159,80,0.8
2012-08-08,2012,August,12,Wednesday,Autumn,Partly Cloudy,280,217,63,0.8
2012-08-08,2012,August,13,Wednesday,Autumn,Partly Cloudy,313,212,101,0.8
2012-08-08,2012,August,14,Wednesday,Autumn,Partly Cloudy,236,173,63,0.8
2012-08-08,2012,August,15,Wednesday,Autumn,Partly Cloudy,278,168,110,0.84
2012-08-08,2012,August,16,Wednesday,Autumn,Partly Cloudy,441,328,113,0.8
2012-08-08,2012,August,17,Wednesday,Autumn,Partly Cloudy,858,751,107,0.8
2012-08-08,2012,August,18,Wednesday,Autumn,Partly Cloudy,862,745,117,0.78
2012-08-08,2012,August,19,Wednesday,Autumn,Clear,686,567,119,0.76
2012-08-08,2012,August,20,Wednesday,Autumn,Clear,500,424,76,0.74
2012-08-08,2012,August,21,Wednesday,Autumn,Clear,381,311,70,0.74
2012-08-08,2012,August,22,Wednesday,Autumn,Clear,233,198,35,0.72
2012-08-08,2012,August,23,Wednesday,Autumn,Clear,136,120,16,0.72
2012-08-09,2012,August,0,Thursday,Autumn,Clear,67,51,16,0.72
2012-08-09,2012,August,1,Thursday,Autumn,Clear,28,23,5,0.7
2012-08-09,2012,August,2,Thursday,Autumn,Clear,14,12,2,0.7
2012-08-09,2012,August,3,Thursday,Autumn,Clear,6,5,1,0.68
2012-08-09,2012,August,4,Thursday,Autumn,Partly Cloudy,10,10,0,0.68
2012-08-09,2012,August,5,Thursday,Autumn,Partly Cloudy,41,37,4,0.66
2012-08-09,2012,August,6,Thursday,Autumn,Clear,167,162,5,0.66
2012-08-09,2012,August,7,Thursday,Autumn,Partly Cloudy,475,451,24,0.7
2012-08-09,2012,August,8,Thursday,Autumn,Clear,698,670,28,0.72
2012-08-09,2012,August,9,Thursday,Autumn,Clear,353,299,54,0.76
2012-08-09,2012,August,10,Thursday,Autumn,Clear,205,133,72,0.8
2012-08-09,2012,August,11,Thursday,Autumn,Clear,260,166,94,0.84
2012-08-09,2012,August,12,Thursday,Autumn,Clear,277,192,85,0.84
2012-08-09,2012,August,13,Thursday,Autumn,Clear,281,201,80,0.86
2012-08-09,2012,August,14,Thursday,Autumn,Clear,247,161,86,0.88
2012-08-09,2012,August,15,Thursday,Autumn,Clear,267,204,63,0.88
2012-08-09,2012,August,16,Thursday,Autumn,Clear,417,320,97,0.86
2012-08-09,2012,August,17,Thursday,Autumn,Clear,810,699,111,0.86
2012-08-09,2012,August,18,Thursday,Autumn,Partly Cloudy,811,733,78,0.82
2012-08-09,2012,August,19,Thursday,Autumn,Clear,623,533,90,0.8
2012-08-09,2012,August,20,Thursday,Autumn,Clear,478,387,91,0.7
2012-08-09,2012,August,21,Thursday,Autumn,Partly Cloudy,336,286,50,0.7
2012-08-09,2012,August,22,Thursday,Autumn,Partly Cloudy,259,218,41,0.66
2012-08-09,2012,August,23,Thursday,Autumn,Clear,156,137,19,0.66
2012-08-10,2012,August,0,Friday,Autumn,Clear,85,68,17,0.7
2012-08-10,2012,August,1,Friday,Autumn,Clear,41,35,6,0.7
2012-08-10,2012,August,2,Friday,Autumn,Clear,20,14,6,0.7
2012-08-10,2012,August,3,Friday,Autumn,Partly Cloudy,9,6,3,0.72
2012-08-10,2012,August,4,Friday,Autumn,Light Snow/Rain,7,7,0,0.7
2012-08-10,2012,August,5,Friday,Autumn,Light Snow/Rain,33,29,4,0.7
2012-08-10,2012,August,6,Friday,Autumn,Light Snow/Rain,44,41,3,0.64
2012-08-10,2012,August,7,Friday,Autumn,Light Snow/Rain,133,128,5,0.64
2012-08-10,2012,August,8,Friday,Autumn,Light Snow/Rain,119,112,7,0.62
2012-08-10,2012,August,9,Friday,Autumn,Partly Cloudy,220,199,21,0.64
2012-08-10,2012,August,10,Friday,Autumn,Clear,193,166,27,0.66
2012-08-10,2012,August,11,Friday,Autumn,Light Snow/Rain,251,178,73,0.68
2012-08-10,2012,August,12,Friday,Autumn,Partly Cloudy,315,240,75,0.74
2012-08-10,2012,August,13,Friday,Autumn,Partly Cloudy,290,224,66,0.76
2012-08-10,2012,August,14,Friday,Autumn,Clear,307,236,71,0.76
2012-08-10,2012,August,15,Friday,Autumn,Clear,324,224,100,0.8
2012-08-10,2012,August,16,Friday,Autumn,Clear,467,371,96,0.78
2012-08-10,2012,August,17,Friday,Autumn,Clear,730,619,111,0.8
2012-08-10,2012,August,18,Friday,Autumn,Clear,640,552,88,0.76
2012-08-10,2012,August,19,Friday,Autumn,Clear,492,394,98,0.76
2012-08-10,2012,August,20,Friday,Autumn,Clear,370,315,55,0.74
2012-08-10,2012,August,21,Friday,Autumn,Clear,286,236,50,0.74
2012-08-10,2012,August,22,Friday,Autumn,Clear,218,168,50,0.72
2012-08-10,2012,August,23,Friday,Autumn,Clear,192,159,33,0.72
2012-08-11,2012,August,0,Saturday,Autumn,Clear,180,142,38,0.7
2012-08-11,2012,August,1,Saturday,Autumn,Clear,116,84,32,0.66
2012-08-11,2012,August,2,Saturday,Autumn,Light Snow/Rain,85,66,19,0.64
2012-08-11,2012,August,3,Saturday,Autumn,Light Snow/Rain,21,19,2,0.62
2012-08-11,2012,August,4,Saturday,Autumn,Clear,10,7,3,0.62
2012-08-11,2012,August,5,Saturday,Autumn,Clear,11,9,2,0.62
2012-08-11,2012,August,6,Saturday,Autumn,Partly Cloudy,23,18,5,0.62
2012-08-11,2012,August,7,Saturday,Autumn,Clear,62,54,8,0.64
2012-08-11,2012,August,8,Saturday,Autumn,Clear,162,132,30,0.66
2012-08-11,2012,August,9,Saturday,Autumn,Clear,271,217,54,0.68
2012-08-11,2012,August,10,Saturday,Autumn,Clear,407,282,125,0.72
2012-08-11,2012,August,11,Saturday,Autumn,Clear,499,296,203,0.74
2012-08-11,2012,August,12,Saturday,Autumn,Clear,546,332,214,0.76
2012-08-11,2012,August,13,Saturday,Autumn,Clear,569,341,228,0.8
2012-08-11,2012,August,14,Saturday,Autumn,Clear,538,290,248,0.8
2012-08-11,2012,August,15,Saturday,Autumn,Clear,562,316,246,0.8
2012-08-11,2012,August,16,Saturday,Autumn,Clear,531,304,227,0.8
2012-08-11,2012,August,17,Saturday,Autumn,Light Snow/Rain,512,292,220,0.74
2012-08-11,2012,August,18,Saturday,Autumn,Partly Cloudy,300,193,107,0.7
2012-08-11,2012,August,19,Saturday,Autumn,Partly Cloudy,275,178,97,0.66
2012-08-11,2012,August,20,Saturday,Autumn,Light Snow/Rain,160,129,31,0.66
2012-08-11,2012,August,21,Saturday,Autumn,Partly Cloudy,128,102,26,0.66
2012-08-11,2012,August,22,Saturday,Autumn,Partly Cloudy,168,128,40,0.66
2012-08-11,2012,August,23,Saturday,Autumn,Light Snow/Rain,163,121,42,0.66
2012-08-12,2012,August,0,Sunday,Autumn,Partly Cloudy,120,96,24,0.64
2012-08-12,2012,August,1,Sunday,Autumn,Clear,113,92,21,0.62
2012-08-12,2012,August,2,Sunday,Autumn,Clear,86,67,19,0.64
2012-08-12,2012,August,3,Sunday,Autumn,Clear,48,37,11,0.62
2012-08-12,2012,August,4,Sunday,Autumn,Clear,10,8,2,0.64
2012-08-12,2012,August,5,Sunday,Autumn,Clear,10,9,1,0.64
2012-08-12,2012,August,6,Sunday,Autumn,Clear,16,14,2,0.64
2012-08-12,2012,August,7,Sunday,Autumn,Clear,39,30,9,0.64
2012-08-12,2012,August,8,Sunday,Autumn,Clear,119,84,35,0.66
2012-08-12,2012,August,9,Sunday,Autumn,Clear,217,153,64,0.7
2012-08-12,2012,August,10,Sunday,Autumn,Clear,328,240,88,0.7
2012-08-12,2012,August,11,Sunday,Autumn,Clear,449,282,167,0.74
2012-08-12,2012,August,12,Sunday,Autumn,Clear,505,342,163,0.74
2012-08-12,2012,August,13,Sunday,Autumn,Clear,543,365,178,0.78
2012-08-12,2012,August,14,Sunday,Autumn,Clear,579,366,213,0.76
2012-08-12,2012,August,15,Sunday,Autumn,Clear,577,342,235,0.76
2012-08-12,2012,August,16,Sunday,Autumn,Clear,513,300,213,0.76
2012-08-12,2012,August,17,Sunday,Autumn,Clear,505,319,186,0.8
2012-08-12,2012,August,18,Sunday,Autumn,Clear,491,327,164,0.78
2012-08-12,2012,August,19,Sunday,Autumn,Clear,465,317,148,0.74
2012-08-12,2012,August,20,Sunday,Autumn,Clear,300,204,96,0.72
2012-08-12,2012,August,21,Sunday,Autumn,Clear,220,142,78,0.72
2012-08-12,2012,August,22,Sunday,Autumn,Clear,181,141,40,0.7
2012-08-12,2012,August,23,Sunday,Autumn,Clear,110,85,25,0.68
2012-08-13,2012,August,0,Monday,Autumn,Clear,47,33,14,0.66
2012-08-13,2012,August,1,Monday,Autumn,Clear,14,11,3,0.66
2012-08-13,2012,August,2,Monday,Autumn,Clear,9,8,1,0.64
2012-08-13,2012,August,3,Monday,Autumn,Clear,6,5,1,0.64
2012-08-13,2012,August,4,Monday,Autumn,Clear,11,11,0,0.64
2012-08-13,2012,August,5,Monday,Autumn,Clear,36,33,3,0.64
2012-08-13,2012,August,6,Monday,Autumn,Clear,159,155,4,0.62
2012-08-13,2012,August,7,Monday,Autumn,Clear,436,425,11,0.66
2012-08-13,2012,August,8,Monday,Autumn,Partly Cloudy,673,648,25,0.72
2012-08-13,2012,August,9,Monday,Autumn,Partly Cloudy,305,265,40,0.74
2012-08-13,2012,August,10,Monday,Autumn,Partly Cloudy,199,111,88,0.76
2012-08-13,2012,August,11,Monday,Autumn,Clear,245,151,94,0.76
2012-08-13,2012,August,12,Monday,Autumn,Clear,276,180,96,0.78
2012-08-13,2012,August,13,Monday,Autumn,Clear,254,175,79,0.78
2012-08-13,2012,August,14,Monday,Autumn,Clear,248,163,85,0.8
2012-08-13,2012,August,15,Monday,Autumn,Clear,274,194,80,0.82
2012-08-13,2012,August,16,Monday,Autumn,Clear,464,348,116,0.8
2012-08-13,2012,August,17,Monday,Autumn,Clear,818,716,102,0.8
2012-08-13,2012,August,18,Monday,Autumn,Clear,812,709,103,0.76
2012-08-13,2012,August,19,Monday,Autumn,Clear,555,467,88,0.74
2012-08-13,2012,August,20,Monday,Autumn,Clear,432,374,58,0.74
2012-08-13,2012,August,21,Monday,Autumn,Clear,290,246,44,0.72
2012-08-13,2012,August,22,Monday,Autumn,Clear,192,148,44,0.72
2012-08-13,2012,August,23,Monday,Autumn,Clear,128,100,28,0.7
2012-08-14,2012,August,0,Tuesday,Autumn,Clear,60,48,12,0.7
2012-08-14,2012,August,1,Tuesday,Autumn,Clear,27,19,8,0.68
2012-08-14,2012,August,2,Tuesday,Autumn,Partly Cloudy,11,9,2,0.68
2012-08-14,2012,August,3,Tuesday,Autumn,Partly Cloudy,3,3,0,0.68
2012-08-14,2012,August,4,Tuesday,Autumn,Partly Cloudy,5,5,0,0.68
2012-08-14,2012,August,5,Tuesday,Autumn,Partly Cloudy,36,35,1,0.68
2012-08-14,2012,August,6,Tuesday,Autumn,Light Snow/Rain,64,63,1,0.64
2012-08-14,2012,August,7,Tuesday,Autumn,Partly Cloudy,179,178,1,0.66
2012-08-14,2012,August,8,Tuesday,Autumn,Partly Cloudy,618,591,27,0.66
2012-08-14,2012,August,9,Tuesday,Autumn,Partly Cloudy,402,354,48,0.7
2012-08-14,2012,August,10,Tuesday,Autumn,Clear,208,155,53,0.7
2012-08-14,2012,August,11,Tuesday,Autumn,Clear,196,127,69,0.74
2012-08-14,2012,August,12,Tuesday,Autumn,Clear,300,207,93,0.78
2012-08-14,2012,August,13,Tuesday,Autumn,Clear,286,203,83,0.8
2012-08-14,2012,August,14,Tuesday,Autumn,Clear,255,175,80,0.82
2012-08-14,2012,August,15,Tuesday,Autumn,Clear,283,199,84,0.82
2012-08-14,2012,August,16,Tuesday,Autumn,Clear,458,363,95,0.82
2012-08-14,2012,August,17,Tuesday,Autumn,Light Snow/Rain,812,734,78,0.76
2012-08-14,2012,August,18,Tuesday,Autumn,Clear,854,757,97,0.76
2012-08-14,2012,August,19,Tuesday,Autumn,Clear,627,533,94,0.76
2012-08-14,2012,August,20,Tuesday,Autumn,Clear,436,371,65,0.74
2012-08-14,2012,August,21,Tuesday,Autumn,Clear,308,252,56,0.74
2012-08-14,2012,August,22,Tuesday,Autumn,Clear,189,161,28,0.72
2012-08-14,2012,August,23,Tuesday,Autumn,Clear,167,114,53,0.72
2012-08-15,2012,August,0,Wednesday,Autumn,Clear,60,52,8,0.7
2012-08-15,2012,August,1,Wednesday,Autumn,Clear,37,31,6,0.7
2012-08-15,2012,August,2,Wednesday,Autumn,Clear,8,7,1,0.68
2012-08-15,2012,August,3,Wednesday,Autumn,Clear,11,10,1,0.66
2012-08-15,2012,August,4,Wednesday,Autumn,Clear,4,4,0,0.64
2012-08-15,2012,August,5,Wednesday,Autumn,Clear,39,35,4,0.64
2012-08-15,2012,August,6,Wednesday,Autumn,Clear,172,160,12,0.64
2012-08-15,2012,August,7,Wednesday,Autumn,Partly Cloudy,492,467,25,0.66
2012-08-15,2012,August,8,Wednesday,Autumn,Partly Cloudy,682,642,40,0.7
2012-08-15,2012,August,9,Wednesday,Autumn,Partly Cloudy,367,310,57,0.72
2012-08-15,2012,August,10,Wednesday,Autumn,Partly Cloudy,233,163,70,0.72
2012-08-15,2012,August,11,Wednesday,Autumn,Partly Cloudy,235,155,80,0.74
2012-08-15,2012,August,12,Wednesday,Autumn,Clear,307,230,77,0.74
2012-08-15,2012,August,13,Wednesday,Autumn,Partly Cloudy,294,206,88,0.78
2012-08-15,2012,August,14,Wednesday,Autumn,Partly Cloudy,255,161,94,0.76
2012-08-15,2012,August,15,Wednesday,Autumn,Clear,266,196,70,0.76
2012-08-15,2012,August,16,Wednesday,Autumn,Clear,431,340,91,0.76
2012-08-15,2012,August,17,Wednesday,Autumn,Clear,851,749,102,0.74
2012-08-15,2012,August,18,Wednesday,Autumn,Clear,848,768,80,0.74
2012-08-15,2012,August,19,Wednesday,Autumn,Clear,649,525,124,0.7
2012-08-15,2012,August,20,Wednesday,Autumn,Clear,427,355,72,0.7
2012-08-15,2012,August,21,Wednesday,Autumn,Clear,315,266,49,0.7
2012-08-15,2012,August,22,Wednesday,Autumn,Clear,226,197,29,0.7
2012-08-15,2012,August,23,Wednesday,Autumn,Clear,138,120,18,0.68
2012-08-16,2012,August,0,Thursday,Autumn,Clear,76,63,13,0.66
2012-08-16,2012,August,1,Thursday,Autumn,Clear,21,18,3,0.64
2012-08-16,2012,August,2,Thursday,Autumn,Clear,15,15,0,0.64
2012-08-16,2012,August,3,Thursday,Autumn,Clear,4,4,0,0.62
2012-08-16,2012,August,4,Thursday,Autumn,Clear,5,3,2,0.62
2012-08-16,2012,August,5,Thursday,Autumn,Clear,37,30,7,0.6
